timestamp_utc,wind_onshore_mw,solar_mw,system_load_mw,price_day_ahead_eur_per_mwh,price_actual_eur_per_mwh
2017-07-01 00:00:00+00:00,4638.0,43.0,22395.0,55.95,49.59
2017-07-01 01:00:00+00:00,4779.0,42.0,21554.0,52.0,49.07
2017-07-01 02:00:00+00:00,4699.0,44.0,21337.0,50.78,47.82
2017-07-01 03:00:00+00:00,4559.0,43.0,21578.0,50.74,47.43
2017-07-01 04:00:00+00:00,4507.0,43.0,22518.0,54.08,47.28
2017-07-01 05:00:00+00:00,4431.0,58.0,23983.0,56.28,47.16
2017-07-01 06:00:00+00:00,4191.0,70.0,25545.0,61.28,49.8
2017-07-01 07:00:00+00:00,3778.0,577.0,27940.0,67.2,50.04
2017-07-01 08:00:00+00:00,3087.0,1584.0,30222.0,73.48,50.22
2017-07-01 09:00:00+00:00,2650.0,2466.0,30533.0,70.69,51.51
2017-07-01 10:00:00+00:00,2405.0,3143.0,30100.0,70.69,52.48
2017-07-01 11:00:00+00:00,2134.0,3364.0,30221.0,70.1,55.95
2017-07-01 12:00:00+00:00,1981.0,3384.0,29987.0,70.0,54.78
2017-07-01 13:00:00+00:00,1939.0,3256.0,28905.0,64.88,50.91
2017-07-01 14:00:00+00:00,1968.0,2614.0,28307.0,60.15,49.1
2017-07-01 15:00:00+00:00,2230.0,1219.0,28562.0,69.99,48.26
2017-07-01 16:00:00+00:00,2785.0,276.0,31117.0,76.52,48.57
2017-07-01 17:00:00+00:00,3319.0,108.0,32559.0,78.28,48.78
2017-07-01 18:00:00+00:00,3338.0,73.0,33140.0,73.94,50.74
2017-07-01 19:00:00+00:00,3353.0,51.0,33124.0,73.48,55.47
2017-07-01 20:00:00+00:00,3577.0,50.0,31669.0,70.1,55.09
2017-07-01 21:00:00+00:00,3694.0,51.0,29495.0,66.09,50.24
2017-07-01 22:00:00+00:00,10261.0,33.0,27107.0,49.41,54.78
2017-07-01 23:00:00+00:00,9980.0,33.0,25310.0,44.33,49.97
2017-07-02 00:00:00+00:00,9527.0,33.0,24237.0,41.79,47.69
2017-07-02 01:00:00+00:00,8877.0,32.0,23731.0,40.22,46.78
2017-07-02 02:00:00+00:00,8315.0,32.0,23621.0,39.95,45.53
2017-07-02 03:00:00+00:00,8129.0,32.0,24282.0,43.44,45.31
2017-07-02 04:00:00+00:00,8180.0,32.0,27005.0,49.83,46.05
2017-07-02 05:00:00+00:00,7632.0,53.0,31509.0,64.5,44.42
2017-07-02 06:00:00+00:00,7285.0,101.0,33856.0,67.88,45.82
2017-07-02 07:00:00+00:00,6860.0,517.0,34559.0,69.01,45.3
2017-07-02 08:00:00+00:00,6651.0,1059.0,34549.0,66.96,45.65
2017-07-02 09:00:00+00:00,7145.0,1672.0,34406.0,65.04,49.53
2017-07-02 10:00:00+00:00,7791.0,2062.0,34002.0,62.69,51.68
