timestamp_utc,wind_onshore_mw,solar_mw,system_load_mw,price_day_ahead_eur_per_mwh,price_actual_eur_per_mwh
2017-09-01 00:00:00+00:00,7279.0,45.0,23045.0,50.04,47.19
2017-09-01 01:00:00+00:00,7106.0,43.0,22566.0,47.79,46.73
2017-09-01 02:00:00+00:00,6984.0,37.0,22607.0,47.89,45.84
2017-09-01 03:00:00+00:00,6881.0,34.0,23178.0,52.24,46.12
2017-09-01 04:00:00+00:00,6708.0,34.0,26309.0,65.75,50.85
2017-09-01 05:00:00+00:00,6316.0,49.0,31669.0,78.01,55.32
2017-09-01 06:00:00+00:00,5584.0,69.0,35546.0,78.39,59.2
2017-09-01 07:00:00+00:00,4923.0,737.0,36948.0,79.31,59.57
2017-09-01 08:00:00+00:00,3925.0,1952.0,37517.0,80.0,59.89
2017-09-01 09:00:00+00:00,3397.0,2958.0,37150.0,80.0,60.09
2017-09-01 10:00:00+00:00,3282.0,3597.0,36537.0,80.0,60.57
2017-09-01 11:00:00+00:00,3089.0,3765.0,36196.0,79.89,61.31
2017-09-01 12:00:00+00:00,3084.0,3781.0,35052.0,78.7,60.25
2017-09-01 13:00:00+00:00,3090.0,3647.0,34585.0,77.0,57.6
2017-09-01 14:00:00+00:00,3143.0,3037.0,34426.0,75.75,55.44
2017-09-01 15:00:00+00:00,3218.0,1569.0,34919.0,77.51,53.56
2017-09-01 16:00:00+00:00,3985.0,444.0,37276.0,80.37,52.31
2017-09-01 17:00:00+00:00,4632.0,149.0,38418.0,80.1,52.21
2017-09-01 18:00:00+00:00,5187.0,111.0,38645.0,77.07,56.61
2017-09-01 19:00:00+00:00,5792.0,94.0,38001.0,74.11,57.46
2017-09-01 20:00:00+00:00,6129.0,92.0,34981.0,70.59,51.75
2017-09-01 21:00:00+00:00,6637.0,83.0,31360.0,65.82,47.99
2017-09-01 22:00:00+00:00,6953.0,54.0,27559.0,51.83,45.43
2017-09-01 23:00:00+00:00,6443.0,47.0,25726.0,49.04,45.26
2017-09-02 00:00:00+00:00,6119.0,47.0,24594.0,45.95,44.42
2017-09-02 01:00:00+00:00,6209.0,46.0,24103.0,43.75,43.39
2017-09-02 02:00:00+00:00,6196.0,44.0,23975.0,42.64,42.2
2017-09-02 03:00:00+00:00,6183.0,29.0,24580.0,47.2,42.33
2017-09-02 04:00:00+00:00,6073.0,29.0,27292.0,55.1,43.78
2017-09-02 05:00:00+00:00,5844.0,41.0,32132.0,65.3,44.55
2017-09-02 06:00:00+00:00,5463.0,183.0,34706.0,67.81,45.82
2017-09-02 07:00:00+00:00,4796.0,1130.0,35871.0,68.56,46.52
2017-09-02 08:00:00+00:00,4251.0,2169.0,36146.0,68.0,48.26
2017-09-02 09:00:00+00:00,4112.0,2919.0,35663.0,67.88,46.58
2017-09-02 10:00:00+00:00,3866.0,3306.0,35059.0,66.91,49.16
2017-09-02 11:00:00+00:00,3961.0,3392.0,34763.0,65.64,52.05
2017-09-02 12:00:00+00:00,4427.0,3165.0,33529.0,65.0,52.72
2017-09-02 13:00:00+00:00,4372.0,2501.0,33231.0,64.89,51.71
2017-09-02 14:00:00+00:00,4250.0,1775.0,33069.0,65.71,51.84
2017-09-02 15:00:00+00:00,4281.0,782.0,33193.0,66.51,52.19
2017-09-02 16:00:00+00:00,4706.0,143.0,33938.0,69.41,56.48
2017-09-02 17:00:00+00:00,5805.0,80.0,36251.0,75.01,59.32
2017-09-02 18:00:00+00:00,6443.0,46.0,36732.0,70.69,60.01
2017-09-02 19:00:00+00:00,6812.0,31.0,35905.0,64.98,60.78
2017-09-02 20:00:00+00:00,7305.0,30.0,33420.0,61.69,60.39
2017-09-02 21:00:00+00:00,7888.0,26.0,30281.0,57.07,60.37
2017-09-02 22:00:00+00:00,2867.0,132.0,25912.0,51.37,58.48
2017-09-02 23:00:00+00:00,2996.0,120.0,24287.0,48.56,57.86
2017-09-03 00:00:00+00:00,3164.0,73.0,23287.0,45.87,56.46
2017-09-03 01:00:00+00:00,3226.0,37.0,22883.0,45.68,56.67
2017-09-03 02:00:00+00:00,3354.0,21.0,22783.0,44.04,56.55
2017-09-03 03:00:00+00:00,3369.0,21.0,23416.0,46.51,55.93
2017-09-03 04:00:00+00:00,3379.0,21.0,25815.0,50.23,54.11
2017-09-03 05:00:00+00:00,3382.0,52.0,29001.0,51.69,52.23
2017-09-03 06:00:00+00:00,3505.0,830.0,31189.0,52.31,52.97
2017-09-03 07:00:00+00:00,3316.0,2360.0,32168.0,51.96,55.77
2017-09-03 08:00:00+00:00,3028.0,4215.0,32297.0,51.0,54.66
2017-09-03 09:00:00+00:00,3141.0,4847.0,32146.0,49.07,55.52
2017-09-03 10:00:00+00:00,3403.0,5078.0,31996.0,48.51,53.91
2017-09-03 11:00:00+00:00,3656.0,5146.0,31826.0,48.33,51.82
2017-09-03 12:00:00+00:00,3697.0,5073.0,30717.0,47.51,51.09
2017-09-03 13:00:00+00:00,3488.0,4865.0,30118.0,47.51,46.89
2017-09-03 14:00:00+00:00,3220.0,4438.0,29639.0,47.51,45.51
2017-09-03 15:00:00+00:00,2841.0,3656.0,29516.0,47.62,45.22
2017-09-03 16:00:00+00:00,2613.0,2066.0,29388.0,49.81,45.99
2017-09-03 17:00:00+00:00,2743.0,771.0,31583.0,53.49,49.83
2017-09-03 18:00:00+00:00,2758.0,554.0,33320.0,53.49,55.88
2017-09-03 19:00:00+00:00,2704.0,519.0,32553.0,53.0,60.02
2017-09-03 20:00:00+00:00,2721.0,503.0,30046.0,51.48,61.34
2017-09-03 21:00:00+00:00,2771.0,467.0,27298.0,50.54,60.71
2017-09-03 22:00:00+00:00,4732.0,599.0,23730.0,51.0,55.7
2017-09-03 23:00:00+00:00,4771.0,596.0,22212.0,49.69,49.9
2017-09-04 00:00:00+00:00,4540.0,594.0,21069.0,46.02,45.2
2017-09-04 01:00:00+00:00,4187.0,558.0,20444.0,43.97,44.39
2017-09-04 02:00:00+00:00,3836.0,522.0,20128.0,42.85,44.08
2017-09-04 03:00:00+00:00,3633.0,401.0,20104.0,42.15,44.29
2017-09-04 04:00:00+00:00,3553.0,258.0,20486.0,43.97,48.47
2017-09-04 05:00:00+00:00,3751.0,130.0,20821.0,43.97,53.48
2017-09-04 06:00:00+00:00,3876.0,465.0,21359.0,43.95,57.13
2017-09-04 07:00:00+00:00,3445.0,1917.0,23254.0,44.82,58.92
2017-09-04 08:00:00+00:00,3386.0,4208.0,24833.0,43.97,60.06
2017-09-04 09:00:00+00:00,3662.0,5038.0,25436.0,42.64,61.32
2017-09-04 10:00:00+00:00,3843.0,5389.0,25269.0,39.5,61.69
2017-09-04 11:00:00+00:00,3958.0,5514.0,25221.0,39.3,61.77
2017-09-04 12:00:00+00:00,4136.0,5533.0,24758.0,37.75,61.78
2017-09-04 13:00:00+00:00,4212.0,5438.0,23627.0,34.93,60.59
2017-09-04 14:00:00+00:00,4180.0,5183.0,22891.0,34.01,59.67
2017-09-04 15:00:00+00:00,4333.0,4740.0,22575.0,34.72,59.29
2017-09-04 16:00:00+00:00,4627.0,3990.0,22726.0,35.51,58.29
2017-09-04 17:00:00+00:00,4998.0,2728.0,23108.0,39.71,58.83
2017-09-04 18:00:00+00:00,5532.0,1177.0,24657.0,49.03,60.71
2017-09-04 19:00:00+00:00,6408.0,668.0,27681.0,52.2,62.17
2017-09-04 20:00:00+00:00,6490.0,616.0,27196.0,51.02,60.57
2017-09-04 21:00:00+00:00,6028.0,612.0,25540.0,47.83,59.08
2017-09-04 22:00:00+00:00,4811.0,659.0,25231.0,51.69,56.82
2017-09-04 23:00:00+00:00,4477.0,655.0,24015.0,50.54,55.1
2017-09-05 00:00:00+00:00,4047.0,631.0,23014.0,48.72,54.54
2017-09-05 01:00:00+00:00,3697.0,580.0,22740.0,48.18,54.12
2017-09-05 02:00:00+00:00,3404.0,478.0,22688.0,48.72,53.6
2017-09-05 03:00:00+00:00,3000.0,366.0,23106.0,50.54,54.17
2017-09-05 04:00:00+00:00,2817.0,322.0,24852.0,52.0,55.89
2017-09-05 05:00:00+00:00,2748.0,341.0,27394.0,53.18,57.4
2017-09-05 06:00:00+00:00,2476.0,974.0,29532.0,54.99,59.64
2017-09-05 07:00:00+00:00,1885.0,2819.0,30642.0,54.35,59.71
2017-09-05 08:00:00+00:00,1699.0,4140.0,31188.0,54.02,59.82
2017-09-05 09:00:00+00:00,1800.0,4695.0,31470.0,53.49,60.65
2017-09-05 10:00:00+00:00,2142.0,4998.0,31820.0,53.41,60.6
2017-09-05 11:00:00+00:00,2617.0,5027.0,31844.0,52.69,60.69
2017-09-05 12:00:00+00:00,3269.0,5012.0,30871.0,51.6,60.7
2017-09-05 13:00:00+00:00,4255.0,4684.0,30159.0,50.49,58.55
2017-09-05 14:00:00+00:00,5196.0,4136.0,29900.0,48.18,57.77
2017-09-05 15:00:00+00:00,6290.0,3608.0,29816.0,48.07,57.97
2017-09-05 16:00:00+00:00,7821.0,3044.0,29557.0,46.7,56.96
2017-09-05 17:00:00+00:00,7432.0,2177.0,29511.0,48.87,57.54
2017-09-05 18:00:00+00:00,6598.0,1222.0,30248.0,51.83,59.44
2017-09-05 19:00:00+00:00,5518.0,754.0,31450.0,54.69,60.12
2017-09-05 20:00:00+00:00,4930.0,694.0,29679.0,53.49,54.31
2017-09-05 21:00:00+00:00,4441.0,683.0,27167.0,51.83,51.11
2017-09-05 22:00:00+00:00,4140.0,445.0,27416.0,46.65,50.7
2017-09-05 23:00:00+00:00,3179.0,367.0,25964.0,45.68,49.76
2017-09-06 00:00:00+00:00,2543.0,307.0,24966.0,45.36,46.2
2017-09-06 01:00:00+00:00,2161.0,189.0,24607.0,45.52,45.13
2017-09-06 02:00:00+00:00,1899.0,151.0,24473.0,45.7,43.79
2017-09-06 03:00:00+00:00,1603.0,155.0,24730.0,47.34,45.15
2017-09-06 04:00:00+00:00,1483.0,71.0,26232.0,49.37,49.55
2017-09-06 05:00:00+00:00,1412.0,207.0,28422.0,51.69,53.05
2017-09-06 06:00:00+00:00,1017.0,706.0,30344.0,54.04,57.71
2017-09-06 07:00:00+00:00,674.0,1428.0,31735.0,54.5,58.34
2017-09-06 08:00:00+00:00,523.0,2620.0,32601.0,54.04,58.13
2017-09-06 09:00:00+00:00,559.0,3499.0,33275.0,53.79,58.85
2017-09-06 10:00:00+00:00,656.0,4114.0,33966.0,54.05,59.48
2017-09-06 11:00:00+00:00,808.0,4471.0,34020.0,54.04,59.61
2017-09-06 12:00:00+00:00,1070.0,4706.0,33119.0,53.5,59.54
2017-09-06 13:00:00+00:00,1457.0,4751.0,32584.0,53.38,58.49
2017-09-06 14:00:00+00:00,1866.0,4657.0,32585.0,52.8,58.08
2017-09-06 15:00:00+00:00,2144.0,4328.0,32620.0,52.89,57.79
2017-09-06 16:00:00+00:00,2298.0,3692.0,32179.0,52.69,56.96
2017-09-06 17:00:00+00:00,2305.0,2884.0,31708.0,52.48,57.22
2017-09-06 18:00:00+00:00,2248.0,1628.0,30949.0,52.8,58.78
2017-09-06 19:00:00+00:00,2316.0,834.0,30691.0,53.44,59.83
2017-09-06 20:00:00+00:00,2606.0,635.0,30011.0,52.21,55.07
2017-09-06 21:00:00+00:00,2573.0,486.0,28246.0,50.74,50.51
2017-09-06 22:00:00+00:00,2755.0,531.0,25498.0,50.0,47.99
2017-09-06 23:00:00+00:00,2544.0,464.0,24083.0,47.27,44.26
2017-09-07 00:00:00+00:00,2557.0,415.0,22969.0,42.38,43.04
2017-09-07 01:00:00+00:00,2666.0,309.0,22159.0,42.38,42.78
2017-09-07 02:00:00+00:00,2557.0,241.0,21819.0,41.09,43.27
