timestamp_utc,wind_onshore_mw,solar_mw,system_load_mw,price_day_ahead_eur_per_mwh,price_actual_eur_per_mwh
2017-04-01 00:00:00+00:00,4428.0,41.0,23946.0,54.1,37.51
2017-04-01 01:00:00+00:00,4601.0,41.0,23349.0,52.0,35.03
2017-04-01 02:00:00+00:00,4771.0,41.0,23194.0,51.36,34.15
2017-04-01 03:00:00+00:00,4845.0,42.0,23664.0,53.02,35.5
2017-04-01 04:00:00+00:00,4894.0,42.0,25870.0,62.4,37.46
2017-04-01 05:00:00+00:00,5215.0,66.0,29496.0,72.32,39.87
2017-04-01 06:00:00+00:00,5404.0,74.0,32365.0,73.01,42.43
2017-04-01 07:00:00+00:00,5105.0,377.0,34619.0,73.0,43.27
2017-04-01 08:00:00+00:00,4647.0,968.0,35607.0,72.85,41.2
2017-04-01 09:00:00+00:00,4600.0,1479.0,35420.0,72.51,39.69
2017-04-01 10:00:00+00:00,4801.0,1834.0,34704.0,71.72,39.63
2017-04-01 11:00:00+00:00,5307.0,1954.0,34632.0,71.59,38.1
2017-04-01 12:00:00+00:00,5987.0,1937.0,33591.0,69.0,36.1
2017-04-01 13:00:00+00:00,6406.0,1763.0,32725.0,67.13,34.38
2017-04-01 14:00:00+00:00,6354.0,1221.0,32515.0,68.26,33.88
2017-04-01 15:00:00+00:00,6371.0,389.0,32958.0,72.15,35.42
2017-04-01 16:00:00+00:00,6850.0,65.0,34757.0,73.33,42.07
2017-04-01 17:00:00+00:00,7099.0,47.0,35291.0,73.69,48.53
2017-04-01 18:00:00+00:00,7305.0,43.0,35284.0,72.48,47.97
2017-04-01 19:00:00+00:00,7456.0,38.0,35201.0,69.34,49.91
2017-04-01 20:00:00+00:00,7345.0,38.0,33462.0,64.98,46.88
2017-04-01 21:00:00+00:00,7247.0,37.0,30539.0,61.95,45.59
2017-04-01 22:00:00+00:00,8986.0,30.0,27676.0,38.11,51.52
2017-04-01 23:00:00+00:00,9026.0,31.0,25618.0,34.96,49.23
2017-04-02 00:00:00+00:00,9179.0,29.0,24102.0,34.01,44.14
2017-04-02 01:00:00+00:00,9940.0,27.0,23467.0,31.93,44.35
2017-04-02 02:00:00+00:00,10606.0,28.0,22839.0,31.89,43.32
2017-04-02 03:00:00+00:00,10805.0,28.0,22890.0,32.09,42.95
2017-04-02 04:00:00+00:00,11382.0,28.0,23451.0,33.82,42.43
2017-04-02 05:00:00+00:00,12432.0,52.0,24816.0,37.04,43.21
2017-04-02 06:00:00+00:00,12564.0,76.0,26301.0,40.63,43.95
