timestamp_utc,wind_onshore_mw,solar_mw,system_load_mw,price_day_ahead_eur_per_mwh,price_actual_eur_per_mwh
2017-08-01 00:00:00+00:00,3441.0,51.0,22827.0,55.47,48.9
2017-08-01 01:00:00+00:00,3483.0,50.0,21959.0,50.22,47.87
2017-08-01 02:00:00+00:00,3451.0,45.0,21533.0,47.99,48.15
2017-08-01 03:00:00+00:00,3665.0,38.0,21624.0,48.0,49.64
2017-08-01 04:00:00+00:00,3748.0,36.0,22088.0,47.89,52.65
2017-08-01 05:00:00+00:00,3752.0,51.0,22855.0,50.13,52.74
2017-08-01 06:00:00+00:00,3933.0,65.0,23524.0,51.3,56.2
2017-08-01 07:00:00+00:00,3878.0,630.0,25417.0,54.0,59.75
2017-08-01 08:00:00+00:00,3699.0,1704.0,27817.0,58.07,60.69
2017-08-01 09:00:00+00:00,3616.0,2626.0,28756.0,61.28,61.37
2017-08-01 10:00:00+00:00,3790.0,3251.0,28779.0,67.1,62.53
2017-08-01 11:00:00+00:00,4193.0,3445.0,28874.0,64.6,62.82
2017-08-01 12:00:00+00:00,4769.0,3459.0,29113.0,58.23,63.48
2017-08-01 13:00:00+00:00,5266.0,3348.0,28088.0,53.0,60.7
2017-08-01 14:00:00+00:00,5542.0,2684.0,27342.0,54.08,59.92
2017-08-01 15:00:00+00:00,5754.0,1262.0,27576.0,60.95,59.41
2017-08-01 16:00:00+00:00,6374.0,274.0,30498.0,70.51,57.25
2017-08-01 17:00:00+00:00,6932.0,78.0,32421.0,75.52,56.57
2017-08-01 18:00:00+00:00,7379.0,67.0,33746.0,73.2,56.47
2017-08-01 19:00:00+00:00,7651.0,45.0,33796.0,70.69,58.37
2017-08-01 20:00:00+00:00,7399.0,47.0,32188.0,71.21,57.49
2017-08-01 21:00:00+00:00,7329.0,47.0,29224.0,65.88,55.86
2017-08-01 22:00:00+00:00,11689.0,28.0,27022.0,47.63,57.48
2017-08-01 23:00:00+00:00,11584.0,27.0,25270.0,42.34,55.97
2017-08-02 00:00:00+00:00,11891.0,26.0,24126.0,39.74,54.78
2017-08-02 01:00:00+00:00,11805.0,26.0,23681.0,36.7,52.64
2017-08-02 02:00:00+00:00,11403.0,27.0,23671.0,36.01,50.76
2017-08-02 03:00:00+00:00,11357.0,27.0,24328.0,38.93,52.36
2017-08-02 04:00:00+00:00,11511.0,28.0,26933.0,45.3,54.88
2017-08-02 05:00:00+00:00,11510.0,28.0,31751.0,55.1,55.39
2017-08-02 06:00:00+00:00,11061.0,161.0,34248.0,61.97,58.74
2017-08-02 07:00:00+00:00,10487.0,1328.0,35111.0,62.57,58.74
2017-08-02 08:00:00+00:00,10244.0,2562.0,35222.0,62.49,58.31
2017-08-02 09:00:00+00:00,10317.0,3667.0,34957.0,60.38,59.39
2017-08-02 10:00:00+00:00,10234.0,4324.0,34789.0,59.66,60.55
2017-08-02 11:00:00+00:00,10085.0,4408.0,34529.0,59.66,60.23
2017-08-02 12:00:00+00:00,10030.0,4296.0,33263.0,55.0,58.62
2017-08-02 13:00:00+00:00,9761.0,4108.0,32682.0,53.62,57.82
2017-08-02 14:00:00+00:00,9461.0,3658.0,32364.0,56.45,57.27
2017-08-02 15:00:00+00:00,8941.0,2637.0,32274.0,60.69,57.08
2017-08-02 16:00:00+00:00,8275.0,940.0,32993.0,65.0,57.49
2017-08-02 17:00:00+00:00,8454.0,345.0,35558.0,71.62,56.98
2017-08-02 18:00:00+00:00,8290.0,291.0,36226.0,72.6,58.01
2017-08-02 19:00:00+00:00,8133.0,179.0,35424.0,65.5,60.06
2017-08-02 20:00:00+00:00,7840.0,111.0,32931.0,61.59,58.17
2017-08-02 21:00:00+00:00,7346.0,88.0,29806.0,59.69,56.13
2017-08-02 22:00:00+00:00,6045.0,53.0,26001.0,47.47,58.04
2017-08-02 23:00:00+00:00,5821.0,45.0,24484.0,43.69,54.59
2017-08-03 00:00:00+00:00,5905.0,20.0,23546.0,40.61,51.37
2017-08-03 01:00:00+00:00,5566.0,20.0,23232.0,40.61,48.33
2017-08-03 02:00:00+00:00,5236.0,19.0,23101.0,40.04,47.53
2017-08-03 03:00:00+00:00,5162.0,20.0,23699.0,43.0,49.81
2017-08-03 04:00:00+00:00,5062.0,19.0,26190.0,47.47,52.33
2017-08-03 05:00:00+00:00,4844.0,43.0,29649.0,50.02,54.79
2017-08-03 06:00:00+00:00,4365.0,657.0,31786.0,51.58,58.88
2017-08-03 07:00:00+00:00,3537.0,1984.0,32534.0,52.34,59.4
2017-08-03 08:00:00+00:00,2777.0,3625.0,32680.0,52.29,59.72
2017-08-03 09:00:00+00:00,2479.0,4327.0,32448.0,51.58,61.37
2017-08-03 10:00:00+00:00,2355.0,4680.0,32241.0,51.69,62.09
2017-08-03 11:00:00+00:00,2423.0,4699.0,31842.0,50.5,62.78
2017-08-03 12:00:00+00:00,2353.0,4614.0,30751.0,50.0,61.04
2017-08-03 13:00:00+00:00,2143.0,4313.0,30013.0,49.69,59.76
2017-08-03 14:00:00+00:00,1934.0,3843.0,29564.0,49.51,59.41
2017-08-03 15:00:00+00:00,1713.0,3049.0,29331.0,50.23,59.48
2017-08-03 16:00:00+00:00,1745.0,1634.0,29313.0,51.58,59.05
2017-08-03 17:00:00+00:00,1981.0,589.0,31715.0,55.98,58.09
2017-08-03 18:00:00+00:00,2141.0,400.0,33566.0,55.49,59.18
2017-08-03 19:00:00+00:00,2172.0,354.0,32701.0,55.0,60.18
2017-08-03 20:00:00+00:00,2316.0,278.0,30242.0,51.97,59.96
2017-08-03 21:00:00+00:00,2608.0,189.0,27682.0,51.09,57.35
2017-08-03 22:00:00+00:00,3705.0,560.0,25603.0,51.09,55.76
2017-08-03 23:00:00+00:00,3746.0,551.0,24076.0,49.69,53.37
2017-08-04 00:00:00+00:00,3758.0,548.0,22908.0,48.69,50.77
2017-08-04 01:00:00+00:00,3678.0,547.0,22300.0,47.12,48.64
2017-08-04 02:00:00+00:00,3398.0,531.0,22009.0,45.87,47.7
2017-08-04 03:00:00+00:00,3264.0,449.0,21871.0,45.51,47.8
2017-08-04 04:00:00+00:00,3201.0,258.0,22435.0,46.02,51.55
2017-08-04 05:00:00+00:00,3145.0,129.0,23398.0,48.34,53.75
2017-08-04 06:00:00+00:00,3096.0,466.0,24715.0,49.51,55.57
2017-08-04 07:00:00+00:00,2788.0,1935.0,27024.0,50.12,58.56
2017-08-04 08:00:00+00:00,2577.0,4250.0,28366.0,49.69,59.33
2017-08-04 09:00:00+00:00,2647.0,5176.0,28535.0,48.69,61.8
2017-08-04 10:00:00+00:00,2834.0,5529.0,28320.0,48.01,62.38
2017-08-04 11:00:00+00:00,3077.0,5676.0,28071.0,48.01,63.09
2017-08-04 12:00:00+00:00,3224.0,5670.0,27213.0,47.01,61.51
2017-08-04 13:00:00+00:00,3225.0,5553.0,26040.0,43.99,60.44
2017-08-04 14:00:00+00:00,3238.0,5306.0,25293.0,43.88,59.84
2017-08-04 15:00:00+00:00,3454.0,4875.0,24953.0,43.5,59.26
2017-08-04 16:00:00+00:00,3816.0,4169.0,24791.0,43.97,58.58
2017-08-04 17:00:00+00:00,4026.0,2921.0,24930.0,47.83,57.3
2017-08-04 18:00:00+00:00,4340.0,1239.0,26221.0,49.87,57.74
2017-08-04 19:00:00+00:00,4975.0,681.0,28669.0,53.12,59.56
2017-08-04 20:00:00+00:00,4945.0,618.0,27322.0,51.01,58.04
